iter	Passed	Remaining
268	1257	3417
269	1259	3404
270	1266	3407
271	1268	3394
272	1270	3383
273	1272	3371
274	1273	3358
275	1280	3359
276	1283	3349
277	1286	3340
278	1288	3329
279	1290	3317
280	1292	3306
281	1294	3294
282	1295	3282
283	1297	3270
284	1298	3258
285	1300	3247
286	1302	3235
287	1304	3225
288	1306	3214
289	1308	3202
290	1309	3190
291	1311	3179
292	1318	3181
293	1320	3171
294	1322	3160
295	1324	3149
296	1325	3138
297	1333	3140
298	1335	3129
299	1336	3118
300	1338	3107
301	1339	3097
302	1341	3086
303	1350	3092
304	1354	3085
305	1356	3075
306	1358	3065
307	1365	3068
308	1369	3061
309	1370	3051
310	1372	3040
311	1380	3044
312	1383	3036
313	1385	3027
314	1387	3016
315	1394	3018
316	1396	3007
317	1397	2997
318	1399	2987
319	1400	2976
320	1402	2967
321	1409	2967
322	1411	2957
323	1413	2948
324	1414	2938
325	1416	2928
326	1417	2918
327	1423	2916
328	1425	2907
329	1427	2897
330	1428	2888
331	1430	2878
332	1432	2868
333	1433	2859
334	1440	2860
335	1442	2850
336	1444	2840
337	1445	2831
338	1447	2823
339	1449	2813
340	1451	2805
341	1453	2795
342	1454	2786
343	1456	2777
344	1457	2767
345	1460	2760
346	1469	2765
347	1471	2757
348	1473	2748
349	1475	2740
350	1478	2733
351	1485	2734
352	1487	2726
353	1488	2717
354	1490	2708
355	1496	2706
356	1505	2712
357	1513	2713
358	1515	2705
359	1520	2703
360	1523	2695
361	1531	2698
362	1537	2697
363	1539	2689
364	1550	2696
365	1567	2714
366	1569	2706
367	1585	2722
368	1587	2714
369	1596	2717
370	1598	2709
371	1600	2701
372	1601	2692
373	1603	2683
374	1613	2688
375	1616	2682
376	1618	2674
377	1625	2674
378	1629	2670
379	1631	2661
380	1632	2652
381	1634	2644
382	1641	2644
383	1644	2637
384	1645	2629
385	1647	2620
386	1648	2611
387	1656	2612
388	1657	2603
389	1659	2595
390	1660	2587
391	1672	2593
392	1675	2587
393	1678	2581
394	1690	2589
395	1693	2583
396	1695	2574
397	1710	2587
398	1721	2592
399	1724	2587
400	1737	2594
401	1739	2587
402	1741	2580
403	1750	2582
404	1752	2574
405	1756	2570
406	1758	2562
407	1767	2564
408	1771	2559
409	1773	2552
410	1781	2552
411	1783	2544
412	1784	2536
413	1787	2529
414	1789	2522
415	1795	2520
416	1797	2513
417	1799	2505
418	1801	2497
419	1803	2489
420	1804	2482
421	1811	2481
422	1813	2473
423	1815	2466
424	1817	2458
425	1818	2450
426	1820	2442
427	1827	2441
428	1828	2433
429	1830	2426
430	1833	2419
431	1834	2412
432	1836	2404
433	1843	2403
434	1846	2397
435	1848	2391
436	1850	2383
437	1852	2376
438	1857	2374
439	1860	2367
440	1862	2360
441	1864	2354
442	1868	2348
443	1871	2343
444	1876	2340
445	1884	2340
446	1886	2333
447	1887	2326
448	1890	2319
449	1891	2312
450	1897	2310
451	1900	2303
452	1902	2296
453	1904	2290
454	1913	2292
455	1916	2285
456	1917	2278
457	1919	2271
458	1920	2264
459	1922	2256
460	1930	2257
461	1932	2250
462	1936	2245
463	1938	2239
464	1945	2238
465	1947	2231
466	1948	2224
467	1950	2217
468	1952	2210
469	1954	2203
470	1960	2201
471	1962	2194
472	1963	2187
473	1965	2180
474	1966	2173
475	1968	2166
476	1975	2166
477	1977	2159
478	1979	2153
479	1981	2146
480	1982	2139
481	1984	2132
482	1991	2131
483	1992	2124
484	1994	2118
485	1996	2111
486	1998	2105
487	2000	2098
488	2010	2101
489	2013	2096
490	2015	2089
491	2024	2090
492	2026	2084
493	2028	2077
494	2042	2083
495	2044	2077
496	2045	2070
497	2053	2069
498	2060	2068
499	2062	2062
500	2066	2058
501	2075	2058
502	2083	2058
503	2095	2062
504	2111	2069
505	2116	2065
506	2127	2068
507	2142	2074
508	2144	2068
509	2156	2072
510	2159	2066
511	2160	2059
512	2174	2063
513	2176	2058
514	2188	2061
515	2191	2055
516	2193	2048
517	2205	2051
518	2207	2045
519	2209	2039
520	2220	2041
521	2236	2047
522	2238	2041
523	2239	2034
524	2247	2033
525	2249	2027
526	2252	2021
527	2262	2022
528	2264	2016
529	2296	2036
530	2301	2033
531	2320	2041
532	2327	2039
533	2330	2033
534	2341	2034
535	2343	2028
536	2346	2023
537	2353	2020
538	2358	2017
539	2369	2018
540	2372	2012
541	2374	2006
542	2385	2007
543	2389	2002
544	2401	2004
545	2416	2009
546	2419	2003
547	2430	2005
548	2445	2008
549	2447	2002
550	2449	1996
551	2460	1996
552	2461	1990
553	2473	1991
554	2476	1985
555	2481	1981
556	2498	1987
557	2507	1986
558	2510	1980
559	2519	1979
560	2520	1972
561	2536	1977
562	2541	1973
563	2550	1971
564	2552	1965
565	2559	1962
566	2562	1956
567	2563	1949
568	2570	1947
569	2579	1946
570	2592	1948
571	2595	1941
572	2603	1940
573	2605	1933
574	2607	1927
575	2619	1928
576	2621	1921
577	2623	1915
578	2630	1912
579	2638	1910
580	2640	1903
581	2652	1905
582	2655	1899
583	2699	1922
584	2704	1918
585	2716	1919
586	2719	1913
587	2728	1911
588	2731	1906
589	2733	1899
590	2743	1898
591	2749	1894
592	2759	1894
593	2764	1889
594	2766	1883
595	2774	1880
596	2782	1878
597	2784	1871
598	2791	1869
599	2798	1865
600	2816	1869
601	2830	1871
602	2849	1876
603	2883	1890
604	2898	1892
605	2913	1894
606	2916	1888
607	2920	1883
608	2925	1878
609	2929	1872
610	2933	1867
611	2945	1867
612	2949	1862
613	2951	1855
614	2953	1849
615	2969	1851
616	2981	1850
617	2983	1843
618	2985	1837
619	3000	1839
620	3003	1832
621	3015	1832
622	3017	1826
623	3046	1835
624	3049	1829
625	3061	1829
626	3063	1822
627	3065	1815
628	3078	1815
629	3080	1809
630	3082	1802
631	3094	1801
632	3096	1795
633	3099	1789
634	3111	1788
635	3127	1789
636	3164	1803
637	3178	1803
638	3180	1796
639	3192	1795
640	3194	1788
641	3196	1782
642	3209	1782
643	3240	1791
644	3242	1784
645	3244	1778
646	3256	1776
647	3258	1770
648	3260	1763
649	3271	1761
650	3273	1755
651	3276	1748
652	3287	1747
653	3289	1740
654	3291	1733
655	3305	1733
656	3306	1726
657	3308	1719
658	3320	1718
659	3322	1711
660	3338	1712
661	3350	1710
662	3352	1704
663	3354	1697
664	3366	1695
665	3368	1689
666	3370	1682
667	3381	1680
668	3384	1674
669	3397	1673
670	3399	1666
671	3402	1660
672	3415	1659
673	3417	1652
674	3430	1651
675	3432	1645
676	3443	1643
677	3447	1637
678	3459	1635
679	3461	1629
680	3465	1623
681	3477	1621
682	3479	1614
683	3481	1608
684	3493	1606
685	3495	1599
686	3497	1593
687	3511	1592
688	3664	1654
689	3844	1727
690	3846	1720
691	3848	1712
692	3857	1709
693	3861	1702
694	3863	1695
695	3864	1688
696	3880	1686
697	3889	1682
698	3891	1675
699	3893	1668
700	3895	1661
701	3905	1657
702	3908	1651
703	4129	1736
704	4180	1749
705	4341	1807
706	4343	1799
707	4345	1792
708	4365	1791
709	4367	1783
710	4370	1776
711	4372	1768
712	4383	1764
713	4385	1756
714	4388	1749
715	4398	1744
716	4400	1736
717	4417	1735
718	4629	1809
719	4632	1801
720	4635	1793
721	4646	1788
722	4648	1780
723	4650	1772
724	4659	1767
725	4662	1759
726	4664	1751
727	4666	1743
728	4683	1740
729	4982	1842
730	4983	1834
731	5012	1835
732	5014	1826
733	5017	1818
734	5028	1812
735	5030	1804
736	5032	1795
737	5045	1791
738	5047	1782
739	5049	1774
740	5059	1768
741	5061	1759
742	5064	1751
743	5233	1800
744	5244	1795
745	5247	1786
746	5249	1777
747	5259	1772
748	5261	1763
749	5264	1754
750	5274	1748
751	5276	1740
752	5278	1731
753	5280	1722
754	5290	1716
755	5293	1708
756	5295	1699
757	5675	1811
758	5691	1807
759	5693	1797
760	5696	1788
761	5707	1782
762	5709	1773
763	5712	1764
764	5722	1757
765	5725	1748
766	5727	1739
767	5729	1730
768	5738	1723
769	5743	1715
770	5745	1706
771	5748	1697
772	5750	1688
773	5760	1681
774	5763	1673
775	5765	1664
776	5767	1655
777	5778	1648
778	5781	1640
779	5783	1631
780	5794	1624
781	5796	1615
782	5799	1607
783	5801	1598
784	5836	1598
785	5851	1593
786	5853	1584
787	5855	1575
788	5858	1566
789	5868	1559
790	5870	1551
791	5872	1542
792	5882	1535
793	5885	1527
794	5887	1518
795	5889	1509
796	5899	1502
797	5902	1494
798	6557	1649
799	6587	1646
800	6589	1637
801	6599	1629
802	6601	1619
803	6603	1609
804	6608	1600
805	6617	1592
806	6619	1582
807	6620	1573
808	6631	1565
809	6633	1556
810	6635	1546
811	6664	1543
812	6668	1533
813	6670	1524
814	6677	1515
815	6680	1506
816	6683	1497
817	6685	1487
818	6696	1479
819	6698	1470
820	6701	1461
821	6708	1452
822	6710	1443
823	6712	1433
824	6714	1424
825	6716	1414
826	6718	1405
827	6724	1396
828	6726	1387
829	6728	1378
830	6730	1368
831	6732	1359
832	6734	1350
833	6736	1340
834	6737	1331
835	6739	1322
836	6743	1313
837	6749	1304
838	6756	1296
839	6759	1287
840	6760	1278
841	6768	1270
842	6771	1261
843	6774	1252
844	6776	1242
845	6783	1234
846	6784	1225
847	6787	1216
848	6789	1207
849	6791	1198
850	6798	1190
851	6800	1181
852	6802	1172
853	6803	1163
854	6805	1154
855	6807	1145
856	6813	1136
857	6815	1128
858	6818	1119
859	6819	1110
860	6821	1101
861	6822	1092
862	6829	1084
863	6831	1075
864	6833	1066
865	6835	1057
866	6836	1048
867	6838	1039
868	6846	1032
869	6848	1023
870	6850	1014
871	6851	1005
872	6853	997
873	6861	989
874	6863	980
875	6867	972
876	6868	963
877	6876	955
878	6877	946
879	6880	938
880	6881	929
881	6883	920
882	6884	912
883	6893	904
884	6894	895
885	6896	887
886	6898	878
887	6900	870
888	6907	862
889	6908	853
890	6910	845
891	6912	836
892	6913	828
893	6929	821
894	6931	813
895	6945	806
896	6960	799
897	6962	790
898	6965	782
899	6966	774
900	6968	765
901	7000	760
902	7003	752
903	7016	745
904	7018	736
905	7020	728
906	7032	721
907	7033	712
908	7312	732
909	7316	723
910	7318	714
911	7320	706
912	7330	698
913	7333	690
914	7335	681
915	7345	673
916	7348	665
917	7350	656
918	7381	650
919	7383	642
920	7385	633
921	7395	625
922	7530	628
923	7532	619
924	7535	610
925	7545	602
926	7547	594
927	7549	585
928	7559	577
929	7562	569
930	7564	560
931	7566	552
932	7592	545
933	7594	536
934	7597	528
935	7607	520
936	7649	514
937	7651	505
938	7653	497
939	7654	488
940	7656	480
941	7658	471
942	7666	463
943	7669	454
944	7670	446
945	7672	437
946	7673	429
947	7677	421
948	7681	412
949	7684	404
950	7687	396
951	7695	388
952	7697	379
953	7700	371
954	7702	362
955	7710	354
956	7712	346
957	7715	338
958	7716	329
959	7724	321
960	7727	313
961	7729	305
962	7731	297
963	7732	288
964	7739	280
965	7741	272
966	7743	264
967	7745	256
968	7746	247
969	7748	239
970	7755	231
971	7757	223
972	7759	215
973	7760	207
974	7762	199
975	7764	190
976	7772	182
977	7774	174
978	7778	166
979	7786	158
980	7788	150
981	7789	142
982	7791	134
983	7792	126
984	7794	118
985	7801	110
986	7803	102
987	7804	94
988	7806	86
989	7808	78
990	7810	70
991	7811	62
992	7818	55
993	7819	47
994	7821	39
995	7823	31
996	7825	23
997	7826	15
998	7832	7
999	7834	0
